0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.636364, 0.545455, 0.545455, 0.909091, 1.0, 0.818182, 0.545455, 0.545455, 0.545455, 0.818182, 1.0, 0.909091, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.636364, 0.636364, 0
0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.875, 1.0, 0.9375, 0.875, 0.875, 0.875, 0.8125, 0.75, 0.875, 1.0, 1.0, 0.8125, 0.625, 0.6875, 0.6875, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0
0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.636364, 0.727273, 1.0, 1.0, 0.909091, 0.636364, 0.636364, 0.636364, 0.909091, 0.909091, 0.727273, 0.727273, 0.727273, 0.818182, 0.818182, 0.818182, 0.818182, 0.818182, 0.818182, 0.818182, 0
0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.454545, 0.454545, 0.636364, 0.818182, 1.0, 1.0, 0.727273, 0.545455, 0.454545, 0.545455, 0.727273, 0.909091, 1.0, 0.818182, 0.636364, 0.454545, 0.454545, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0
0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.888889, 1.0, 0.777778, 0.555556, 0.555556, 1.0, 1.0, 0.888889, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0
0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.583333, 0.583333, 0.75, 0.916667, 1.0, 0.75, 0.666667, 0.666667, 1.0, 1.0, 0.833333, 0.583333, 0.583333, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.75, 0
0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.833333, 1.0, 1.0, 0.833333, 0.666667, 0.583333, 0.666667, 0.833333, 1.0, 1.0, 0.833333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0.583333, 0
0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.555556, 0.888889, 1.0, 1.0, 0.666667, 0.555556, 0.555556, 0.555556, 1.0, 1.0, 0.888889, 0.555556, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0.666667, 0
0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.916667, 1.0, 0.833333, 0.833333, 0.916667, 1.0, 0.916667, 0.833333, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0
0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.75, 1.0, 1.0, 1.0, 0.875, 1.0, 1.0, 0.75, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0
0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.666667, 0.888889, 1.0, 0.777778, 0.888889, 1.0, 0.888889, 0.666667, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0.555556, 0
0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.666667, 0.833333, 1.0, 1.0, 0.916667, 0.75, 0.666667, 0.666667, 0.75, 0.75, 1.0, 1.0, 1.0, 0.833333, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0
0.0, 0.266667, 1.0, 0.266667, 0.266667, 0.266667, 0.266667, 0.266667, 0.266667, 0.266667, 0.266667, 0.333333, 0.433333, 0.466667, 0.433333, 0.366667, 0.366667, 0.366667, 0.433333, 0.433333, 0.333333, 0.2, 0.233333, 0.233333, 0.233333, 0.233333, 0.233333, 0.233333, 0.0, 0.0, 0
0.818182, 0.818182, 0.818182, 0.818182, 0.818182, 0.818182, 0.818182, 0.818182, 0.818182, 0.818182, 1.0, 1.0, 1.0, 0.818182, 1.0, 1.0, 0.909091, 0.818182, 0.818182, 0.727273, 0.727273, 0.727273, 0.818182, 0.818182, 0.727273, 0.636364, 0.636364, 0.636364, 0.636364, 0.727273, 0
0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.875, 1.0, 0.875, 0.875, 0.875, 0.75, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0
0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.7, 0.8, 1.0, 0.7, 0.7, 0.7, 1.0, 0.8, 0.8, 0.5, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0
0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.6875, 0.8125, 0.9375, 1.0, 0.875, 0.75, 0.6875, 0.6875, 0.6875, 0.75, 0.875, 1.0, 0.875, 0.75, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.625, 0.75, 0.8125, 0.0, 0
0.722222, 0.777778, 0.722222, 0.777778, 0.777778, 0.777778, 0.777778, 0.777778, 0.722222, 0.888889, 1.0, 1.0, 1.0, 0.833333, 0.777778, 0.666667, 0.777778, 1.0, 1.0, 1.0, 0.833333, 0.722222, 0.722222, 0.722222, 0.722222, 0.777778, 0.666667, 0.722222, 0.722222, 0.722222, 0
0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.9, 1.0, 0.8, 0.7, 0.7, 1.0, 0.9, 0.8, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0
0.714286, 0.714286, 0.714286, 0.714286, 0.714286, 0.714286, 0.714286, 0.571429, 0.714286, 0.928571, 1.0, 0.857143, 0.714286, 0.642857, 0.642857, 0.642857, 0.785714, 1.0, 1.0, 0.857143, 0.571429, 0.642857, 0.714286, 0.714286, 0.714286, 0.714286, 0.714286, 0.714286, 0.714286, 0.714286, 0
0.769231, 0.769231, 0.692308, 0.769231, 0.769231, 0.769231, 0.769231, 0.692308, 0.692308, 0.846154, 1.0, 1.0, 0.769231, 0.692308, 0.692308, 1.0, 1.0, 0.923077, 0.692308, 0.769231, 0.769231, 0.769231, 0.769231, 0.769231, 0.692308, 0.769231, 0.769231, 0.769231, 0.769231, 0.769231, 0
0.714286, 0.714286, 0.714286, 0.714286, 0.642857, 0.571429, 0.571429, 0.642857, 0.928571, 1.0, 1.0, 0.714286, 0.642857, 0.714286, 0.714286, 1.0, 1.0, 1.0, 0.857143, 0.642857, 0.642857, 0.642857, 0.642857, 0.642857, 0.642857, 0.642857, 0.642857, 0.642857, 0.642857, 0.642857, 0
0.769231, 0.769231, 0.769231, 0.692308, 0.692308, 0.692308, 0.692308, 1.0, 1.0, 0.846154, 0.692308, 0.615385, 0.692308, 1.0, 1.0, 0.923077, 0.615385, 0.615385, 0.615385, 0.615385, 0.692308, 0.615385, 0.615385, 0.692308, 0.615385, 0.692308, 0.615385, 0.769231, 0.769231, 0.769231, 0
