0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 29, 29, 1, 1, 1, 1, 22, 29, 11, 1, 1, 2, 2, 29, 29, 1, 1, 1, 5, 7, 29, 28, 7, 6, 0, 0, 0, 29, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 30, 29, 2, 2, 2, 2, 2, 30, 28, 2, 2, 2, 2, 2, 30, 20, 1, 1, 5, 7, 14, 30, 25, 7, 5, 0, 0, 28, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 30, 30, 2, 2, 2, 1, 28, 30, 1, 2, 1, 2, 14, 30, 1, 2, 2, 6, 6, 30, 15, 6, 4, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
0, 0, 0, 0, 0, 0, 0, 3, 3, 2, 2, 1, 1, 30, 30, 1, 1, 1, 1, 1, 30, 30, 1, 1, 2, 2, 1, 30, 29, 7, 8, 9, 8, 6, 30, 25, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 1, 1, 30, 30, 1, 1, 1, 1, 1, 26, 30, 1, 1, 1, 1, 1, 1, 30, 7, 8, 9, 9, 8, 6, 30, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 29, 29, 1, 2, 2, 1, 2, 29, 29, 1, 1, 1, 1, 1, 23, 29, 7, 7, 8, 8, 7, 26, 29, 3, 0, 0, 0, 1, 29, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 30, 22, 2, 2, 2, 2, 2, 30, 2, 2, 2, 2, 1, 26, 26, 7, 8, 8, 7, 5, 30, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 0, 1, 2, 2, 2, 2, 1, 1, 12, 29, 20, 1, 1, 1, 1, 1, 29, 29, 2, 1, 2, 2, 2, 23, 29, 7, 8, 9, 8, 8, 18, 29, 11, 0, 0, 0, 0, 10, 29, 28, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 1, 30, 14, 1, 1, 1, 1, 30, 27, 1, 2, 1, 1, 30, 30, 5, 7, 6, 6, 28, 30, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 0, 0, 27, 26, 0, 0, 0, 0, 11, 27, 5, 0, 0, 5, 7, 27, 26, 7, 6, 1, 1, 27, 27, 1, 1, 1, 1, 1, 27, 27, 2, 3, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 4
0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 30, 30, 1, 0, 2, 6, 17, 30, 7, 6, 1, 1, 1, 30, 1, 1, 1, 1, 30, 30, 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 4
0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 5, 7, 8, 30, 8, 7, 5, 1, 1, 30, 30, 1, 1, 1, 1, 1, 30, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 0, 0, 0, 0, 4
0, 0, 0, 0, 0, 29, 29, 0, 0, 0, 0, 0, 29, 29, 0, 0, 2, 6, 8, 26, 29, 8, 7, 4, 1, 1, 1, 29, 1, 1, 1, 1, 1, 1, 29, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 4
1, 1, 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 30, 30, 0, 0, 0, 6, 7, 30, 26, 7, 6, 1, 1, 8, 30, 2, 1, 1, 1, 1, 30, 30, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 4
0, 0, 0, 0, 0, 0, 0, 30, 30, 0, 0, 0, 0, 0, 30, 29, 0, 0, 4, 6, 27, 30, 7, 6, 2, 2, 2, 30, 27, 2, 2, 2, 2, 2, 30, 25, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 4
0, 0, 0, 0, 0, 0, 0, 0, 27, 2, 0, 0, 0, 0, 0, 27, 5, 8, 8, 9, 8, 7, 27, 1, 1, 1, 1, 1, 1, 27, 1, 1, 1, 1, 1, 1, 27, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 5
0, 0, 0, 0, 0, 4, 27, 0, 0, 0, 0, 0, 0, 27, 6, 8, 9, 9, 8, 7, 27, 15, 2, 2, 2, 2, 2, 27, 27, 2, 2, 2, 2, 2, 2, 27, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 5
0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 23, 27, 7, 8, 9, 9, 8, 7, 30, 1, 1, 1, 1, 1, 1, 22, 30, 1, 1, 1, 1, 1, 1, 30, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 5
0, 4, 0, 2, 2, 0, 0, 0, 0, 0, 29, 29, 0, 0, 0, 0, 7, 29, 22, 6, 8, 8, 7, 29, 27, 1, 2, 1, 2, 2, 29, 23, 1, 2, 2, 1, 28, 29, 9, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 5
10, 7, 6, 7, 6, 4, 2, 0, 0, 26, 26, 1, 0, 0, 0, 0, 19, 26, 10, 7, 8, 7, 6, 25, 26, 5, 2, 2, 2, 8, 26, 26, 2, 2, 2, 2, 3, 26, 26, 6, 2, 2, 5, 7, 7, 5, 6, 8, 11, 9, 5
0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 0, 0, 0, 0, 24, 28, 6, 7, 8, 8, 13, 28, 2, 2, 2, 2, 4, 28, 5, 2, 2, 2, 2, 28, 21, 1, 1, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 29, 3, 0, 0, 4, 6, 27, 29, 8, 7, 5, 1, 1, 28, 29, 1, 1, 2, 1, 1, 29, 29, 1, 1, 1, 1, 2, 29, 8, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 1, 0, 6, 7, 30, 30, 7, 6, 2, 1, 30, 30, 2, 2, 2, 2, 16, 30, 2, 2, 2, 3, 2, 30, 30, 2, 2, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 6, 8, 23, 30, 8, 7, 4, 1, 1, 1, 30, 1, 2, 2, 2, 2, 2, 30, 1, 2, 2, 2, 1, 28, 30, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 7, 8, 28, 29, 9, 8, 5, 1, 1, 1, 30, 1, 1, 1, 1, 1, 1, 1, 30, 1, 1, 1, 1, 1, 1, 30, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 5, 8, 8, 30, 8, 7, 6, 1, 1, 1, 30, 1, 1, 1, 1, 1, 1, 30, 1, 1, 1, 1, 1, 1, 30, 21, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 1, 1, 0, 26, 30, 19, 0, 0, 4, 7, 30, 28, 7, 7, 1, 2, 1, 30, 9, 1, 1, 1, 1, 30, 30, 1, 2, 2, 2, 2, 30, 3, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 29, 24, 7, 8, 8, 7, 29, 26, 2, 2, 2, 2, 27, 29, 2, 2, 2, 2, 2, 29, 29, 1, 1, 1, 1, 29, 29, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 7
0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 7, 8, 9, 8, 7, 30, 25, 1, 2, 2, 2, 2, 30, 19, 1, 1, 1, 1, 25, 30, 3, 1, 2, 2, 1, 30, 30, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 7
10, 5, 5, 5, 5, 2, 1, 0, 19, 27, 11, 7, 7, 8, 6, 8, 27, 21, 1, 1, 2, 1, 1, 27, 27, 3, 1, 1, 1, 3, 27, 27, 1, 0, 2, 1, 0, 27, 27, 2, 0, 1, 3, 5, 5, 8, 12, 9, 7, 7, 7
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 29, 7, 7, 8, 8, 7, 29, 23, 1, 1, 1, 1, 1, 29, 24, 1, 1, 1, 1, 2, 29, 9, 1, 1, 1, 1, 8, 29, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 7
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 30, 6, 7, 8, 7, 30, 26, 2, 2, 2, 2, 30, 30, 2, 2, 2, 2, 30, 30, 2, 2, 2, 2, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 26, 7, 8, 7, 7, 26, 26, 1, 1, 2, 2, 6, 26, 3, 2, 2, 2, 2, 26, 2, 2, 2, 2, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 11, 26, 18, 8, 7, 4, 2, 26, 18, 1, 1, 1, 2, 26, 21, 1, 1, 1, 1, 16, 26, 1, 1, 1, 0, 26, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 8
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 8, 17, 30, 8, 7, 6, 2, 2, 30, 10, 2, 2, 2, 2, 30, 30, 1, 1, 1, 2, 1, 30, 29, 2, 1, 0, 0, 4, 30, 0, 0, 2, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 8, 30, 8, 6, 3, 1, 29, 30, 2, 2, 2, 17, 30, 2, 2, 2, 2, 30, 30, 2, 2, 2, 0, 30, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 8, 12, 30, 8, 6, 5, 1, 24, 30, 2, 2, 2, 2, 24, 30, 2, 2, 2, 2, 25, 30, 2, 2, 2, 2, 29, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 7, 12, 30, 29, 8, 6, 2, 3, 30, 2, 2, 2, 2, 4, 30, 5, 2, 2, 2, 2, 30, 21, 2, 2, 0, 3, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 7, 30, 30, 8, 7, 3, 2, 30, 6, 2, 2, 2, 30, 30, 2, 2, 2, 2, 30, 20, 2, 0, 0, 29, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
